IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP537;IP_PROP113
65005;"г. Ревда, магазин &quot;7 квадратных метров&quot; (ИП Епифанова Е.В.) ";ул. О.Кошевого, д.31 (образцы);;;ИП Епифанова Е.В.;"магазин ""7 квадратных метров""";9222112478;sevencom777@mail.ru;info@evroplast-ekaterinburg.ru ;;10:00 - 19:00;;65004
66547;"Междуреченск, Центр дизайна &quot;Доминанта&quot; (ИП Мухорчева) ";ул. Лазо, д.35, этаж 1;;;ИП Мухорчева;"Центр дизайна ""Доминанта""";9236303663;dominanta42@gmail.com;;доминанта42.рф;10:00 - 19:00;;66545
66638;"Южно-Сахалинск, ООО &quot;ПРАЙМ САХ&quot; ";ул. Невельского, д. 37;;;"ООО ""ПРАЙМ САХ""";Магазин декоративных красок и лепнины;"4242556268; 4242255259";interiorsalonsakh@gmail.com;interiorsalonsakh@gmail.com;;10:00 - 19:00;;6132
66639;Южно-Сахалинск, Фламинго (ИП Иванов Е.А.) ;ул. Комсомольская, д. 247б;ТД Зодчий;;ИП Иванов Е.А.;Фламинго;4242556533;;interiorsalonsakh@gmail.com;;10:00 - 19:00;;6132
66640;Южно-Сахалинск, Роял (ИП Иванов Е.А.) ;ул. Украинская, д. 65;ТД Идея;;ИП Иванов Е.А.;Роял;4242556109;;interiorsalonsakh@gmail.com;;10:00 - 19:00;;6132
66641;Южно-Сахалинск, Виттория (ИП Иванов Е.А.) ;ул. Железнодорожная, д. 168, корп. 2;Гипермаркет Зодчий;;ИП Иванов Е.А.;Виттория;4242556031;;interiorsalonsakh@gmail.com;;10:00 - 19:00;;6132
70969;Тбилиси, Салон «STUDIO CASA» (ООО Презент) ;ул. Торнике Эристави, д. 1, этаж 1;отдельный салон;;ООО Презент;Салон «STUDIO CASA»;"995558111711; 995558111711";baindurov07@mail.ru;std.casa@gmail.com;;10:00 - 19:00;;70968
74830;"Курган, магазин &quot;DeKoр&quot; (ИП Панасов И.В.) ";ул. Гоголя, д. 128, образцы, инсталляция;;;ИП Панасов И.В.;"магазин обоев ""DeKoр""";3522630143;dekor_oboi@mail.ru;info@evroplast-ekaterinburg.ru ;;10:00 - 19:00;;3481
74866;Каменск-Уральский, студия DERUFA (ИП Сарапульцева Е.Г.) ;ул. Челябинская, д.18, образцы;Дом Контор;;ИП Сарапульцева Екатерина Григорьевна;студия декора и дизайна интерьера DERUFA;9089089029;derufa-kamensk@mail.ru;info@evroplast-ekaterinburg.ru ;;11:00 - 19:00;;3462
76011;Камышин, ARCOBALENO (ИП Маликова Е.А.) ;5 микрорайон, д 52в (1 этаж);;;ИП Маликова Е.А.;ARCOBALENO;9272514319;malikova.e@bk.ru;malikova.e@bk.ru;;09:00 - 18:00;;76007
76695;Москва, Фермерский базар Бессарабка (ИП Будза С.В.) ;ул. Ленина, д.76, корпус 1, пав. 25;Фермерский базар Бессарабка;;ИП Будза С.В.;Дом лепнины;9060378109;info@lepnostyle.ru;info@lepnostyle.ru;lepnostyle.ru;09:00 - 19:00;;3109
77519;"Москва, ТРЦ &quot;Family Room&quot; (ИП Мартиросян А.С.) ";Киевское шоссе д. 8, 23-й км, строение 1, пав. GR32 (1 этаж);"ТРЦ ""Family Room""";;ИП Мартиросян А.С.;FUKSI;"4957904030; 9161575646";info@fuksi.ru;info@fuksi.ru;www.fuksi.ru;10:00 - 22:00;;3109
82380;"Рязань, ООО &quot;ПЛАНЕТА ДЕКОРА&quot; Торговый центр &quot;ДОМ&quot; ";г. Рязань, 185 км. Окружной дороги, стр. 2А/4, этаж 1;"Торговый центр ""ДОМ"", 1-й этаж";"ТЦ ""ДОМ"", сзади магазина АПЕЛЬСИН";"ООО ""ПЛАНЕТА ДЕКОРА""";ЕВРОПЛАСТ;"8002225227; 9262747037";planeta-decora@mail.ru;planeta-decora@mail.ru;planeta-decora.ru;10:00 - 19:00;;3189
83732;Баку, CASAMİA ;ул. Академика Гасана Алиева, д. 51;сеть магазинов CASAMİA;;CASAMİA;;"994125416171; 994502663030 ";info@casamia.az;info@casamia.az;www.casamia.az;09:00 - 20:00;;3287
83733;Баку, CASAMİA ;пр. Свободы, д. 199;сеть магазинов CASAMİA;;CASAMİA;;994125411718;info@casamia.az;info@casamia.az;www.casamia.az;09:00 - 20:00;;3287
83744;Баку, CASAMİA ;ул. М. Мушфига, 11/13;сеть магазинов CASAMİA;;CASAMİA;;994125380585;info@casamia.az;info@casamia.az;www.casamia.az;09:00 - 20:00;;3287
85134;Краснодар, Goldshell (ИП Шичков) ;улица Бабушкина, д.234, 2 этаж;;;Goldshell (ИП Шичков);Goldshell;9951232234;;;;09:00 - 18:00;;3149
85135;Краснодар, Центральный склад Европласт (ИП Кириков) ;улица Майский проезд, 18/10, 1 этаж;Складской комплекс;;ООО «Дом Декора», ИП Кириков;Центральный склад Европласт;9184397414;logist@decorinfo.ru;;;09:00 - 18:00;;3149
85267;"Ярославль, Салон &quot;Европласт&quot; (ООО &quot;Ренессанс&quot; ООО &quot;Декор Коллекция&quot;) ";пр-т Московский, д. 54А, 1 этаж;;;"ООО ""Ренессанс""";"Салон ""Европласт""";9065117650;evroplast76@mail.ru;evroplast76@mail.ru;;09:00 - 19:00;;3237
94618;"Ташкент, ООО &quot;Evotek&quot; ";ул.Оккургон, д. 14А;Мизо-Улугбекский район;;"ООО ""Evotek""";магазин ПРЕМЬЕРА;"998955154949; 998903506623";info@premierauz.uz;info@premierauz.uz;;10:00 - 19:00;;3671
94983;"Лабытнанги, ООО «Новый Рим» (Компания &quot;Арт Триумф&quot;) ";ул.Республики, д. 77, 1 этаж;" Интерьерный салон ""Арт Триумф""";;ООО «Новый Рим»;"Компания ""Арт Триумф""";"3492261971; 9028161971";rommus4371@mail.ru;rommus4371@mail.ru;art-triumph.com;10:00 - 19:00;;94982
94985;Калуга, Домострой (ИП Низов С.А.) ;Секиотовское кольцо, д. 5, 1 этаж;ТЦ Клевер, магазин «Домострой»;;ИП Низов С.А.;Домострой;"4842276296; 9106000155";smesi.kaluga@yandex.ru;smesi.kaluga@yandex.ru;;09:00 - 20:00;;3143
94986;"Нижнекамск, М-н &quot;Метр&quot; (ИП Капарчук С. В.) ";улица Шинников, д. 35А;"М-н ""Метр""";"Фитнес центр ""Оранж""";ИП Капарчук С. В.;"М-н ""Метр""";9179071777;sankam16@mail.ru;sankam16@mail.ru;;09:00 - 19:00;;6531
95111;Альметьевск, Стройключ (Статус Кво) ;ул.Индустриальная, д. 28, 1 этаж;магазин;;Статус Кво;Стройключ;"9872269624; 9872701267";zakaz@evroplast116.ru;zakaz@evroplast116.ru;www.evroplast116.ru;10:00 - 19:00;;3723
96698;"Москва, ТК &quot;Владимирский тракт&quot; Северный проезд (ИП Бочкова И.С.) ";"г.Реутов, Северный проезд, д.1, пав. ""П""-4 №";"ТК ""Владимирский Тракт""";"АЗС ""РОСНЕФТЬ""";ИП Бочкова И.С.;"Павильон ""П""-4 №9";"9672809996; 9163163438";bochkovai@mail.ru;bochkovai@mail.ru;;09:00 - 19:00;;3109
96701;"Москва, ТЦ &quot;Можайский Двор&quot; (ИП Бочкова И.С.) ";"Одинцовский район, РП Новоивановское, ул.Западная, строение 100, пав. ""В""-46";"ТЦ ""Можайский Двор""";ЖД станция Немчиновка;ИП Бочкова И.С.;"Павильон ""В""-46";"9672809996; 9163163438";bochkovai@mail.ru;bochkovai@mail.ru;;10:00 - 21:00;;3109
96704;"Москва, ТК &quot;Строй Парк&quot; (ИП Горбаченко К.А.) ";"г. Балашиха, м-рн Железнодорожный, ул.Пригородная, 92 ""В"", пав.6 (1 этаж)";"ТК ""Строй Парк""";;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;domlepnina@mail.ru;domlepnina.ru;09:00 - 21:00;;3109
96707;"Москва, ТК &quot;Владимирский тракт&quot; (ИП Горбаченко К.А.) ";"г.Реутов, а/м Москва-Н.Новгород, владение 19, к.""З"", пав. 12 (1 этаж)";"ТК ""Владимирский Тракт""";;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;domlepnina@mail.ru;domlepnina.ru;09:00 - 19:00;;3109
96708;"Москва, ТК &quot;Владимирский тракт&quot; (ИП Горбаченко К.А.) ";"г.Реутов, а/м Москва-Н.Новгород, владение 19, к.""Ф"", пав. 17 (2 этаж)";"ТК ""Владимирский Тракт""";;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;domlepnina@mail.ru;domlepnina.ru;09:00 - 19:00;;3109
96709;"Москва, ТК &quot;Владимирский тракт&quot; (ИП Горбаченко К.А.) ";"г.Реутов, а/м Москва-Н.Новгород, владение 19, к.""И"", пав. 1 (1 этаж)";"ТК ""Владимирский Тракт""";;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;domlepnina@mail.ru;domlepnina.ru;09:00 - 19:00;;3109
96710;"Москва, ТК &quot;Владимирский тракт&quot; (ИП Горбаченко К.А.) ";"г.Реутов, а/м Москва-Н.Новгород, владение 19, к.""Т"", пав. 26 (2 этаж)";"ТК ""Владимирский Тракт""";;ИП Горбаченко К.А.;"""Дом лепнины""";"9250798522; 9299682068";domlepnina@mail.ru;domlepnina@mail.ru;domlepnina.ru;09:00 - 19:00;;3109
98320;"Самара, Бутик интерьера &quot;FORROOM&quot;  ";ул. Арцыбушевская, д. 33 (1 этаж);;;"ООО ""Форрум""";Бутик интерьера Forroom;8462000643;forroom@forroom.ru;forroom@forroom.ru;;10:00 - 19:00;;3192
98429;"Костанай,  Салон &quot;Decoroom&quot; (ИП &quot;Чагай&quot;) ";ул.Тауельсыздык, д.166, этаж 1;;;"ИП ""Чагай""";"Салон ""Decoroom""";7773018080;region2@evp.kz;region2@evp.kz;;10:00 - 19:00;;6733
98432;"Костанай,  Магазин &quot;Технострой&quot; (ТОО &quot;WFторгстрой&quot;) ";ул.Воинов интернационалистов, д.8, этаж 1;;;"ТОО ""WFторгстрой""";"Магазин ""Технострой""";7056350767;;;;09:00 - 18:00;;6733
98437;"Атырау, (ИП &quot;Кабдуллина А.Ш&quot;) "; мкр. Авангард, ул. Курмангазы, 39 (1 этаж);"ТД ""Ак-Орда""";;"ИП ""Кабдуллина А.Ш.""";;"7022395853; 7019958819";region1@evp.kz;zakaz@evp.kz;;09:00 - 19:00;;6325
98459;"Тараз, интерьер-салон &quot; Interior Room&quot; (ИП &quot;Галимов Ф Р)&quot; ";ул.Ташкентская, 150, 2 этаж;"магазин ""Абсолют""";;ИП Галимов Ф.Р.;"Интерьер-салон ""Interior Room""";7053276644;region1@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;3314
98465;"г.Нур-Султан (Астана), Салон &quot;Дизайн Авеню&quot; , ИП &quot;Демир&quot; ";ул.Момышулы, 12, 1 этаж;;;"ИП ""Демир""";"Салон ""Дизайн Авеню""";7022833383;region2@evp.kz;zakaz@evp.kz;;11:00 - 17:00;;3342
98466;"г.Нур-Султан (Астана), Магазин &quot;Обои лайк&quot; , ИП &quot;Транссервис&quot; ";ул. Кабанбай батыра, 11, 1 этаж;;;"ИП ""Транссервис""";"Магазин ""Обои лайк""";7019857558;region2@evp.kz;zakaz@evp.kz;;10:00 - 19:00;;3342
98467;"Павлодар, Магазин &quot;Style Decor&quot;  (ИП &quot;Гартман&quot;) ";ул.Машхур Жусупа, 1, этаж 1;;;"ИП ""Гартман""";"Магазин ""Style Decor""";7022106812;region2@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;6331
98470;"Семей, Магазин &quot;Домострой&quot; (ТОО &quot;Крафт&quot;) ";ул.Кабанбай батыра, 21, 1 этаж;"ТД ""Домострой""";;"ТОО ""Крафт""";"Магазин ""Домострой""";7772525052;region2@evp.kz;zakaz@evp.kz;;09:00 - 18:00;;98468
98484;"Усть-Каменогорск, Салон &quot;DecoRoom&quot; (ИП &quot;Бутрина&quot;) ";улица Сатпаева, 127/1 (1 этаж);"ТД ""Svoy dom""";;"ИП ""Бутрина""";"Салон ""DecoRoom""";7772470909;region2@evp.kz;zakaz@evp.kz;;10:00 - 19:00;;3247
98485;"Алматы, ИП &quot;Тихонов&quot; ";ул.Шевченко, 204А, бутик 4 (1 этаж);"ТД ""Саламат""";;"ИП ""Тихонов""";;7016775599;region2@evp.kz;zakaz@evp.kz;;09:00 - 18:00;;3310
98486;"Алматы, ИП &quot;Азизулла Фазезуллах&quot; ";ул.Шевченко, 204, бутик 15 (2 этаж);"ТД ""Саламат""";;"ИП ""Азизулла Фазезуллах""";;"7076537708; 7017447540";region2@evp.kz;zakaz@evp.kz;;09:00 - 18:00;;3310
98487;"Алматы, ИП &quot;Шевченко&quot; ";ул.Рыскулова, 103В (1 этаж);"ТД ""Стройсити""";;"ИП ""Шевченко""";;"7011417647; 7470637226";region2@evp.kz;zakaz@evp.kz;;09:00 - 18:00;;3310
99928;"Псков, ООО &quot;Пристань&quot; улица Л. Поземского ";улица Л. Поземского, д. 92, пав. 22;Строительный рынок на Алмазной;;"ООО ""Пристань""";;9658102515;;;;09:00 - 18:00;;3318
101158;"Шымкент, салон &quot;Мастер Лес Interiors&quot; ИП Кудинов ";ул. Толстого, 35 ;;;ИП Кудинов А.А.;"салон ""Мастер Лес Interiors""";"7024000426; 7029143544";region1@evp.kz;zakaz@evp.kz;;10:00 - 18:00;;3312
102941;"Северодвинск, Интерьерный салон &quot;Лигрант&quot; (ООО &quot;Комплект&quot;) ";ул. Плюснина, д.1, 1 этаж;Интерьерный салон;пл. Ленина;"ООО ""Комплект""";"Интерьерный салон ""Лигрант""";9523061880;arh.evroplast@inbox.ru;arh.evroplast@inbox.ru;;11:00 - 19:00;;102940
104147;Саранск, Элит Декор (ИП Козлова И.В.) ;ул Строительная, д. 2В, 1 этаж, пав. 1 и 2;Торгово-офисное здание;;ИП Козлова И.В.;Элит Декор;"8342362600; 9176920022";diz-nov-dom@yandex.ru;diz-nov-dom@yandex.ru;;09:00 - 20:00;;6137
108728;Московская обл, Серпуховской р-н, д.Ивановское (ИП Бутырская Т.Б.) ;Московская обл, Серпуховской р-н, д.Ивановское, ул.Пролетарская, д. 45;"Торговый центр ""Арт Строй""";;ИП Бутырская Т.Б.;Обойный шоу-рум;;;;;09:00 - 19:00;;3109
108733;Московская обл, Серпуховской р-н, д.Ивановское (ИП Никишина) ;Московская обл., г.Серпухов, ул. Войкова, д.36/1 (1 этаж);;Автомойка Ока;ИП Никишина ;Салон плитки и дизайна;;oksel-plitka@yandex.ru;oksel-plitka@yandex.ru;;10:00 - 19:00;;3109
110322;Московская обл., г.Жуковский, ИП Кирилов А.В. ;г. Жуковский, ул. Театральная, д. 3, стр. 1, 1 этаж, пав. 245 и 7ОП (Теремок);Ярмарка на Театральной;;ИП Кирилов А.В.;Лепнина;9261494046;planeta-decora@mail.ru;planeta-decora@mail.ru;planeta-decora.ru;09:00 - 18:00;;3109
110705;"Новый Уренгой, Салон &quot;Венеция&quot; (ИП Новицкий Станислав Аркадьевич) ";микр. Мирный , 1/7 А;"Салон"" Венеция""";;ИП Новицкий Станислав Аркадьевич;"Салон"" Венеция""";"9220022161; 9292578844";nov_eduard@mail.ru;nov_eduard@mail.ru;;10:00 - 19:00;;6299
111800;"Абакан, &quot;ЗОДЧИЕ&quot; на  Кирова 120 (ИП Брух Н.П.) ";улица Кирова, д. 120, этаж 1;;;ИП Брух Н.П.;"""QuickStep""";"3902248881; 3902346800";admzodchie@mail.ru;admzodchie@mail.ru;;10:00 - 19:00;;3255
111801;Абакан, склад (ИП Рожков С.Б.) ;улица Фабричная, д. 29, этаж 1;;;ИП Рожков С.Б.;склад;3902287711;;;;09:30 - 18:30;;3255
117725;Москва, Лепнина парк (ИП Бабин К.А.) ;"22-ой километр Киевское шоссе, Домовладение №4, строение 2, корпус ""Г"", этаж 2, пав. 273 ""Г""";"Бизнес-Парк ""Румянцево""";Метро Румянцево;ИП Бабин К.А.;Лепнина парк;"9250385857; 9099975858";ars112071@mail.ru;ars112071@mail.ru;www.lepnina-park.ru;10:00 - 21:00;;3109
117728;Москва, павильон №168-В  (ИП Бочкова И.С.) ;22-ой километр Киевское шоссе, Домовладение №4, строение 2, корпус 0, этаж цокольный, пав. 168-В;"Бизнес-Парк ""Румянцево""";Метро Румянцево;ИП Бочкова И.С.;павильон №168-В;"79259414750; 79672809996";bochkovai@mail.ru;bochkovai@mail.ru;;10:00 - 21:00;;3109
117733;Москва, Представительство PITERRA ;ул. Верхняя Радищевская, д. 8 стр. 2;отдельный салон;;;Представительство PITERRA;8007070167;shop@piterra.ru;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;;3109
118411;Московская обл., Реутов, ТК Владимирский тракт (ИП Шмаленко Д.В.) ;г. Реутов, ул. Северный проезд, д.1, 2 этаж, Линия 1, П-15/16;ТК Владимирский тракт;Большой торговый комплекс, не рынок.;ИП Шмаленко Д.В.;Лепнина;"4957406274; 9250181058";info@evroplast-moskva.ru;info@evroplast-moskva.ru;www.evroplast-moskva.ru;09:00 - 18:45;;3109
118412;"Московская обл., Реутов, ТК Владимирский тракт (ООО &quot;ИНТЕРЬЕР&quot;) ";г. Реутов, ул. Северный проезд, д.1, 2 этаж, Линия 1, П-12;ТК Владимирский тракт;Большой торговый комплекс, не рынок.;"ООО ""ИНТЕРЬЕР""";Лепнина;"4957406274; 9250181058";info@evroplast-moskva.ru;info@evroplast-moskva.ru;www.evroplast-moskva.ru;09:00 - 18:45;;3109
118413;Московская обл., Реутов, ТК Владимирский тракт (ИП Шмаленко Д.В.) ;Московская область, г. Реутов, ш. Автомагистраль Москва - Нижний Новгород, вл19, 1 этаж, пав. 7-З и 19-З ;ТК Владимирский тракт;Одноэтажное здание;ИП Шмаленко Д.В.;Лепнина европласт;9258991628;info@lepnina1.ru;info@lepnina1.ru;www.lepnina1.ru;09:00 - 18:45;;3109
118414;Московская обл., Реутов, ТК Владимирский тракт (ИП Шмаленко Д.В.) ;Московская область, г. Реутов, ш. Автомагистраль Москва - Нижний Новгород, вл19, 1 этаж, пав. 4-Б;ТК Владимирский тракт;Одноэтажное здание;ИП Шмаленко Д.В.;Лепнина европласт;9258991628;info@lepnina1.ru;info@lepnina1.ru;www.lepnina1.ru;09:00 - 18:45;;3109
118415;Московская обл., Реутов, ТК Владимирский тракт (ИП Шмаленко Д.В.) ;Московская область, г. Реутов, ш. Автомагистраль Москва - Нижний Новгород, вл19, 1 этаж, пав. 30-Б;ТК Владимирский тракт;Одноэтажное здание;ИП Шмаленко Д.В.;Лепнина европласт;9258991628;info@lepnina1.ru;info@lepnina1.ru;www.lepnina1.ru;09:00 - 18:45;;3109
118416;Московская обл., Реутов, ТК Владимирский тракт (ИП Шмаленко Д.В.) ;Московская область, г. Реутов, ш. Автомагистраль Москва - Нижний Новгород, вл19, 2 этаж, пав. 22-Ф;ТК Владимирский тракт;Двухэтажное здание;ИП Шмаленко Д.В.;Лепнина европласт;9258991628;info@lepnina1.ru;info@lepnina1.ru;www.lepnina1.ru;09:00 - 18:45;;3109
