IE_XML_ID;IE_NAME;IP_PROP101;IP_PROP169;IP_PROP170;IP_PROP103;IP_PROP104;IP_PROP105;IP_PROP106;IP_PROP107;IP_PROP108;IP_PROP171;IP_PROP172;IP_PROP173;IP_PROP175;IP_PROP113
36086;"Курган, дизайн-студия ""ENTERIOR"" (ИП Ермаков С.В.)";ул. Красина, д. 23 (1 этаж), образцы, инсталяция;"дизайн-студия ""ENTERIOR""";;ИП Ермаков С.В.;"дизайн-студия ""ENTERIOR""";"3522550949; 89125733178";enterior-design@mail.ru;info@evroplast-ekaterinburg.ru ;enterior.pro;09:00 - 19:00;Выходной;Выходной;;3481
36523;"Южно-Сахалинск, салон ""Артеко"", ООО ""САЛОН ИНТЕРЬЕР""";ул. Пушкина, д. 152а;;;"ООО ""САЛОН ИНТЕРЬЕР""";"салон ""Артеко""";4242255259;interiorsalonsakh@gmail.com;interiorsalonsakh@gmail.com;;10:00 - 19:00;Выходной;Выходной;;6132
36607;Москва, дер. Брехово, Лепнина (ИП Григорян С.А.);"Солнечногорский район, дер. Брехово, Стройдвор ""БРЕХОВО"", Д10 Д11 Д47";"Стройдвор ""БРЕХОВО""";;ИП Григорян С.А.;Лепнина;"9262743177; 9258905866";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;08:00 - 20:00;08:00 - 20:00;08:00 - 20:00;;3109
36703;"Нефтеюганск, ООО ""Зеленый Дом""";улица Набережная, д. 7Г;"ООО ""Зеленый Дом""";;"ООО ""Зеленый Дом""";"ООО ""Зеленый Дом""";"9224114811; 9224459333";green-dom@rambler.ru;green-dom@rambler.ru;vk.com/remont_nefteugansk группа ВК;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;6305
36880;"Ковров, ТВЦ ""Аладдин"" (И.П. Балакин А.В.)";ул. Шмидта, д. 14, к.4, 1 этаж;торговый центр;;И.П. Балакин А.В.;"ТВЦ ""Аладдин""";"4923290600; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;9:00 - 19:00;9:00 - 17:00;9:00 - 17:00;;3121
36882;"Муром, Магазин ""Товары для дома"" (ООО ""ВМС ""Колор"")";ул. Коммунистическая, д. 1;торговый центр;;"ООО ""ВМС ""Колор""";"Магазин ""Товары для дома""";"4923422760; 4923491804";wms08@mail.ru;wms08@mail.ru;planeta-decora.ru;8:00 - 18:00;8:00 - 15:00;8:00 - 15:00;;36881
37622;"Санкт-Петербург, Магазин&Склад «Пулково» (ООО ""Питерра"")";5-й Предпортовый проезд, д. 22Б;отдельный салон;;"ООО ""Питерра""";Магазин склад Пулково;"8124383940; доб. 783,784,627";salonM111@piterra.ru;shop@piterra.ru ;www.piterra.ru;10:00 - 20:00;11:00 - 20:00;11:00 - 20:00;;3196
37685;"Москва, Шоу - рум мебели и декора ""Living"" (ООО Интердекор)";Ленинградский пр-т, д. 30, стр.1, 1 этаж;"Шоу - рум мебели и декора ""Living""";"Шоу - рум находится рядом с театром ""Ромэн""";ООО Интердекор;"Шоу - рум мебели и декора ""Living""";"88005053698; 84956144592";sale@living.su;sale@living.su;living.su;10:00 - 20:00;11:00 - 20:00;11:00 - 20:00;;3109
37807;Янаул, салон  штор Аристократ (ИП Миннебаева Р.К.);г. Янаул, ул. Советская, д.15, 2 этаж;"ТЦ ""Семья""";;ИП Миннебаева Р.К.;салон штор Аристократ;9870976768;ROZA.MINNEBAEVA63@MAIL.RU;ROZA.MINNEBAEVA63@MAIL.RU;;09:00 - 19:00;10:00-18:00;10:00-18:00;;37795
39364;Краснодар, Dom&Decor (ИП Федоров В.А.);улица Уральская, д. 144, центральный вход;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9628551550; 9184490047";krdzakaz@dom-decor.com;krdzakaz@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;Выходной;Выходной;;3149
39374;"Липецк, Салон ""ART HOME"" (ИП Симушова)";ул. Стаханова, д. 59, 1 этаж;"Салон ""ART HOME""";;ИП Симушова;"Салон ""ART HOME""";9192518563;sima2287@yandex.ru;;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3331
39617;Саранск, Элит Декор (ИП Козлова И.В.);Александровское шоссе, д. 8, строение 3 (1 этаж);Торговый центр Мастер;Торговый центр Баумаркет;ИП Козлова И.В.;Элит Декор;"8342223140; 9176920022";diz-nov-dom@yandex.ru;diz-nov-dom@yandex.ru;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;;6137
41166;"Новосибирск, DECOLE шоу-рум, ООО ""ЕВРОПЛАСТ НОВОСИБИРСК""";ул.Фабричная, д. 31, корпус 5;"Лофт-квартал ""Мельница"", Вход М-11";"отдельно стоящее здание справа от въезда в Лофт-квартал ""Мельница""";"ООО ""ЕВРОПЛАСТ НОВОСИБИРСК""";DECOLE шоу-рум;"3833596040; 3833596041";manager@evroplast-nsk.ru;manager@evroplast-nsk.ru;www.evroplast-nsk.ru;10:00 - 19:00;по договоренности;Выходной;;3170
42162;"Сызрань, Бутик интерьера ""FORROOM"" (офис, склад) связка";улица Ново-Садовая, д. 14а;;;ООО Форрум;офис FORROOM;8462409016;foroom@forroom.ru;forroom@forroom.ru;www.samara.cc;10:00 - 19:00;11.00 - 17.00;Выходной;;42161
42583;Уфа, Салон Розет (ИП Розет А.Р.);Менделеева, д. 158, к.2, 2 этаж;Выставочный комплекс ВДНХ ДОМ;островок рядом с лифтом;ИП Розет А.Р.;Лепной Декор;9373250157;andrey.rozet@mail.ru;rozetufa@gmail.com;;11:00 - 19:00;Выходной;Выходной;;3223
42584;Уфа, бутик Европласт (ТРК Радуга);Индустриальное шоссе, д. 44/1, 2 этаж, пав. 1, бутик  2- 22 Б;ТРК Радуга;;ИП Розет Э.Ф.;Бутик Европласт;"73472463167; 9272344082; 9178043828";rozetre@mail.ru;rozetufa@gmail.com;www.ufa-rozet.ru;9:00 - 20:00;9:00 - 20:00;9:00 - 20:00;;3223
42759;"Москва, PITERRA ТВК ""Экспострой""";Нахимовский проспект, д.24, павильон 2, этаж 2, стенд 259;"Торгово-выставочный комплекс ""Экспострой""";;ООО ПИТЕРРА;PITERRA;"4957776685; доб. 382,396";382@piterra.ru ;shop@piterra.ru;www.piterra.ru;10:00 - 20:00;10:00 - 19:00;10:00 - 19:00;;3109
42882;"Череповец, Салон ""Da Vinci"" (ИП Колодин И.Н.)";ул. Ленинградская, 8;;;ИП Колодин И.Н.;"Салон ""Da Vinci""";"9211310436; 8202201112";salon_davinci@mail.ru ;evroplast.35@mail.ru  ;;10:00 - 19:00;10:00 - 17:00;10:00 - 16:00;;3443
43927;"Астана, Салон ""Премьера"" , TOO Evolution Technologies (Мангилик Ел, 24)";пр-т. Мангилик Ел, д. 24 , 1 этаж;Магазин;Ориентир - отделение Сбербанк;TOO Evolution Technologies;"Салон ""Премьера""";"7172931700; 7781041881";info@evp.kz;ast.sales@evp.kz;www.premiera.kz;10:00 - 19:00;10:00 - 17:00;Выходной;;3342
45298;Алматы, TOO Evolution Technologies ( ул. Кабдолова, 3); ул. Кабдолова, 3, блок 1, линия В, 1 этаж, пав. 4;"Торговый комплекс ""Армада""";;TOO Evolution Technologies;Салон Премьера;"7272273052; 7477567680";info@evp.kz;armada1@evp.kz;www.premiera.kz;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3310
45299;Алматы, TOO Evolution Technologies (ул. Жибек Жолы, 135);Жибек Жолы, 135/10А, 1 этаж, бутик А23а;"Стоительный комплекс ""Жибек Жолы""";угол ул.Масанчи;TOO Evolution Technologies;Салон Премьера;"7273170977; 7471930174";info@evp.kz;sales4@evp.kz;www.premiera.kz;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3310
46430;"Севастополь, салон Европласт (ООО ""Элит Дом"")";ул.Пожарова, д. 21, (ТЦ), 1 этаж;;нижняя парковка ТЦ;"ООО ""Элит Дом""";салон Европласт;9787838283;elitdom-crimea@yandex.ru;elitdom-crimea@yandex.ru;www.vita-color.ru;09:00 - 18:00;Выходной;Выходной;;46432
46434;Симферополь, Европласт (ТЦ Seneha City);ул.Генерала Васильева, д. 43, (ТЦ), 2 этаж;;;ТЦ Seneha City;Европласт;9780229819;elitdom@ukr.net;elitdom@ukr.net;www.vita-color.ru;11:00 - 19:00;11:00 - 19:00;11:00 - 19:00;;6142
46487;Курск, Салон-магазин МастерДом (ИП Шаталова Т.Л.);Пр-т Кулакова, д. 26, 2 этаж;Торговый центр;;ИП Шаталова Т.Л.;Салон-магазин МастерДом;4712227827;masterdomkursk@yandex.ru;;;09:00 - 20:00;09:00 - 20:00;09:00 - 20:00;;3154
47494;Краснодар, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3149
48097;Москва, Лепнина ТК Петровский (ИП Липадат);Новорижское шоссе, 9-й км, ТК Петровский, пав. Д-23;ТК Петровский;;ИП Липадат С.Л.;Лепнина интерьерная, фасадная;"9264256637; 9032397957";lipadat@mail.ru;lipadat@mail.ru;;08:00 - 21:00;09:00 - 20:00;09:00 - 20:00;;3109
48099;Москва, Лепнина ТК Бессарабка (ИП Липадат);Московская обл., Павловская Слобода, улица Ленина, 76/2, пав. 19-21;ТК Бессарабка;;ИП Липадат;Лепнина;"9267226081; 9268397749";lipadat@mail.ru;lipadat@mail.ru;;09:00 - 20:00;09:00 - 19:00;09:00 - 19:00;;3109
49066;"Пенза, ИП Асаева Н.Е., ООО ""ДЕКОР""";ул. Плеханова, д.14, этаж 1, ;Самостоятельные торговые точки;;"ИП Асаева Н.Е., ООО ""ДЕКОР""";м-н Центр Обоев;8412200777;coevroplast@yandex.ru;coevroplast@yandex.ru;centroboev.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 18:00;;3180
49261;Пермь, ИП Катаев А.А.;ул. Н. Островского, 44а, 2-этаж;отдельно стоящее здание;а/заправка на ул. Тихой;ИП Катаев А.А.;ВИЗАРД;3422141400;plotnikov_wizard@mail.ru;plotnikov_wizard@mail.ru;;10:00 - 19:00;11:00 - 18:00;Выходной;;3182
49532;Рязань, Салон Амадей (ИП Новак Л.М.);улица Праволыбедская, д. 50;"Салон ""Амадей""";;"Салон ""Амадей""";ИП Новак Л.М.;4912778775;lana.fs@mail.ru;lana.fs@mail.ru;;10:00-19:00;10:00-19:00;Выходной;;3189
49775;Сочи, Dom&Decor (ИП Федоров В.А.);улица Транспортная, д. 5, центральный вход, 1 этаж;БЦ ФАВОРИТ;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184397172; 9615331115";salon5@dom-decor.com;salon5@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;выходной;выходной;;3202
49776;Анапа, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6157
49777;Армавир, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3685
49778;Владикавказ, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6681
49779;Геленджик, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6679
49784;Ейск, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;47495
49787;Кропоткин, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6159
49789;Майкоп, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6561
49790;Нальчик, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3258
49791;Новороссийск, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6124
49792;Пятигорск, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3733
49793;Туапсе, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;6759
49794;Черкесск, Dom&Decor (ИП Федоров В.А.);улица Октябрьская, д. 181/2к1, центральный вход, 1 этаж;;;Dom&Decor (ИП Федоров В.А.);Dom&Decor;"9184490047; 9628551550";salon4@dom-decor.com;salon4@dom-decor.com;www.evroplast-krd.ru ;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;47496
50129;Химки, ООО «ГК РЕВАДО», ООО «РЕВАДО.РУ»;г. Химки, Вашутинское шоссе, владение 18А, павильон В13;Строительный рынок «Химкинский двор»;;ООО «ГК РЕВАДО», ООО «РЕВАДО.РУ»;РеВаДо магазин напольных покрытий и межкомнатных дверей;"4951206664; 4951206663";info@gk-r.ru;info@e-dz.ru;E-dz.ru;09:00 - 19:00;09:00 - 19:00;09:00 - 19:00;;3109
52330;Москва, ТЦ Мебель Сити (Термокит);Дмитровское шоссе, д. 118, корп. 1, 1 этаж;"Торговый центр ""Мебель Сити""";;"ООО""Термокит""";Термокит;"74951353333; 88007751411";opt@termokit.ru ;opt@termokit.ru ;www.termokit.ru;09:00 - 21:00;09:00 - 21:00;09:00 - 21:00;;3109
52539;Великие Луки, Магазин-студия ЭКЛЕКТИКА (Октябрьский пр-т) ;Октябрьский пр-т, д. 138, 1 этаж, помещение 2002;;;"ООО ""Эклектика Плюс""";Магазин-студия ЭКЛЕКТИКА;"9062216996; 9062248579";eklektika-vl@yandex.ru;eklektika-vl@yandex.ru;www.eklectika.ru;09:00 - 18:00;09:00 - 17:00;Выходной;;52538
52572;"г. Егорьевск, СР ""Хозяин"" (Компания ""Седьмое небо"" ИП Пулькин П.В.)";г. Егорьевск,  ул. А.Невского, д. 2, пав. 70;"Строительный рынок ""Хозяин""";;"Компания ""Седьмое небо"" ИП Пулькин П.В.";"Строительный рынок ""Хозяин"" пав. 70";"9854591003; 9250502472";info@eu-kraski.ru;yarri@inbox.ru;yarri@inbox.ru;08:00 - 18:00;08:00 - 15:00;08:00 - 15:00;;3109
52573;г. Коломна, Евро-Краски (И.П. Селифанова Е.В.);г. Коломна, Октябрьской революции, 387а, пав. 1;"Торговый Комплекс ""Коломенский Строитель""";;И.П. Селифанова Е.В.;Евро-Краски;"9175083050; 9261546125";info@eu-kraski.ru;info@eu-kraski.ru;eu-kraski.ru;09:00 - 17:00;09:00 - 16:00;09:00 - 16:00;;3109
52574;Московская область, г. Орехово-Зуево, Планета красок (ИП Черный А.В.);г. Орехово-Зуево, ул. Карла Либкнехта, д. 7, 1 этаж;магазин;1-я линия магазинов, напротив Сбербанка;ИП Черный А.В.;Планета красок;"9688561406; 4997555227";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;09:00 - 19:00;10:00 - 17:00;10:00 - 17:00;;3109
52575;Московская область, г. Солнечногорск, Лепнина (ИП Григорян С.А.);г. Солнечногорск, ул. Красная, владение 1, пав. 11;"Торговый центр ""ПОСТРОЙКА""";;ИП Григорян С.А.;Лепнина;"9261815352; 9259315455";info@planeta-decora.ru;info@planeta-decora.ru;planeta-decora.ru;08:00 - 21:00;08:00 - 21:00;08:00 - 21:00;;3109
52576;Чехов, Декор-ЮГ (ИП Сальников Алексей Николаевич);г. Чехов, Симферопольское шоссе, д.4, строение 2, 2 этаж;"ТК ""Губернский""";Налево от центрального входа;ИП Сальников Алексей Николаевич;Декор-ЮГ;9850750702;decor.UG@yandex.ru;decor.UG@yandex.ru;;10:00 - 18:00;Выходной;Выходной;;3109
52577;г. Щелково, Павильон Лепнина-Декор (ИП Мателин Н.А.);Щелковский р-он д. Набережная ул. Спартаковская д. 3 (23 км от МКАД Щелковское или Ярославское шоссе) Главное зданее;"ТК ""Сельпо""";Между Щелково-7 и Ивантеевкой (по навигатору д. Байбаки);ИП Мателин Н.А.;Павильон Лепнина-Декор;"4956491416; 9261012196";dtarasov16@yandex.ru;dtarasov16@yandex.ru;;09:00 - 18:30;09:00 - 18:30;09:00 - 18:30;;3109
53162;"Салехард, ИП Усынина А.Т. (Интерьерный салон ""Арт,ТРИУМФ"")";ул.Республики, д. 77, 1 этаж;салон ;;ИП Усынина А.Т.;"Интерьерный салон ""Арт,ТРИУМФ""";"3492261971; 9028161971";rommus4371@mail.ru;rommus4371@mail.ru;art-triumph.com;09:00 - 20:00;11:00 - 18:00;11:00 - 18:00;;53164
54367;"Москва, ТК ""Никольский Парк""  (ИП Оленев А.Е.)";г.Балашиха, Носовихинское шоссе, д. 4, павильон 3-63;"ТК ""Никольский Парк""";;ИП Оленев А.Е.;Вывеска Лепнина;"9258432810; 9263971001";lepmarket2014@gmail.com;lepmarket2014@gmail.com;;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;;3109
54370;"Москва, ТК ""Конструктор"" (ИП Оленев А.Е.)";"25км МКАД, внешняя сторона, ТК ""Конструктор"", павильон 2-18 на втором этаже ,павильон Б1-18 галерея на улице";"ТК ""Конструктор""";;ИП Оленев А.Е.;Лепнина;"4957804271; 4957804270";lepmarket2014@gmail.com;lepmarket2014@gmail.com;;10:00 - 21:00;10:00 - 21:00;10:00 - 21:00;;3109
54371;"Москва, Рынок ""Каширский дом - №2"" (ИП Оленев А.Е.)";Каширское шоссе, д. 1, Каширский двор 2, павильоны №8-12;Рынок Каширский Двор №2;;ИП Оленев А.Е.;Лепнина;"9263419647; 9257124778";lepmarket2014@gmail.com;lepmarket2014@gmail.com;;09:00 - 18:00;09:00 - 21:00;09:00 - 21:00;;3109
56046;"Актау, Салон-магазин ""Real Decor"" (ИП Мамбеталина)";12 микрорайон, д. 17, 1 этаж;Жилой дом;;ИП Мамбеталина;"Салон-магазин ""Real Decor""";7012714020;;zakaz@evp.kz;;10:00 - 19:00;10:00 - 18:00;10:00 - 18:00;;3687
56899;"Раменское, ООО ""ПЛАНЕТА ДЕКОРА"" ТК ""Стройдвор""";Московская область, г. Раменское, ул. Транспортный проезд, д. 1-Б;"Офис и склад на территории ТК ""Стройдвор""";Складской комплекс за автомойкой;"ООО ""ПЛАНЕТА ДЕКОРА""";Лепнина;"4997555227; 8002225227";planeta-decora@mail.ru;planeta-decora@mail.ru;planeta-decora.ru;08:30 - 17:00;Выходной;Выходной;;3263
58414;Московская обл., Ногинск, 52 км Горьковского шоссе, (ИП Хапачева О.М.);Московская область, 52 км Горьковского шоссе, пав.5;"на площадке ""ЛЕРУА МЕРЛЕН"", ТЦ ""Мебель гуд""";;ИП Хапачева О.М.;Лепной декор;"9646441893; 9858039237";planeta-decora@mail.ru;planeta-decora@mail.ru;planeta-decora.ru;10:00 - 20:00;10:00 - 20:00;10:00 - 20:00;;3109
58799;"Новокузнецк,  магазин ""Ламинат-НК"" (ООО ""СКД плюс"")";проспект Строителей, д. 55а, этаж 1;"БЦ ""Новый офис""";;"ООО ""СКД плюс""";"магазин ""Ламинат-НК""";3843460792;skdplus@yandex.ru;opt@evroplast-nsk.ru;www.laminat-nk.ru;09:00 - 19:00;10:00 - 16:00;Выходной;;3696
58801;"Новокузнецк, дизайн-студия ""Zeta Style"" (ООО""Зета-Стиль"")";пр-кт Н.С.Ермакова, д. 22;;;"ООО""Зета-Стиль""";"дизайн-студия ""Zeta Style""";3843328727;zeta-style@mail.ru;opt@evroplast-nsk.ru;;10:00 - 19:00;11:00 - 16:00;Выходной;;3696
